"순번","쉼터명칭","사용여부","도로명주소","지번주소","시설유형","시설면적","이용가능인원","운영시작일","운영종료일","평일개방여부","평일 개방시간","평일 종료시간","토요일개방여부","토요일 개방시간","토요일 종료시간","일요일 개방여부","일요일 개방시간","일요일 종료시간","공휴일 개방여부","공휴일 개방시간","공휴일 종료시간","위도","경도","비고","X좌표","Y좌표"
"94","손기정어린이도서관","Y","서울특별시 중구 손기정로 101","서울특별시 중구 만리동2가 6-1","기타","445.00","111","2024-11-15","2025-03-15","Y","09:00:00","22:00:00","Y","09:00:00","18:00:00","Y","09:00:00","18:00:00","N","","","126.96475570","37.55516490","평일 9:00~22:00(월요일 휴관) 토요일 9:00~18:00 일요일 9:00~18:00(공휴일 휴관)","196885.801223","550627.324747"
"95","손기정문화도서관","Y","서울특별시 중구 손기정로 101","서울특별시 중구 만리동2가 6-1","기타","2,944.00","73","2024-11-15","2025-03-15","Y","09:00:00","22:00:00","Y","09:00:00","22:00:00","Y","09:00:00","22:00:00","N","","","126.96455900","37.55592330","평일 9:00~22:00(월요일 휴관) 토요일 9:00~22:00 일요일 9:00~22:00(공휴일 휴관)","196868.452477","550711.504648"
"96","중림종합사회복지관","Y","서울특별시 중구 서소문로6길 16","서울특별시 중구 중림동 155-1","복지회관","30.00","30","2024-11-15","2025-03-15","Y","09:00:00","20:00:00","Y","10:00:00","15:00:00","N","","","N","","","126.96607080","37.55946060","평일 9:00~20:00 토요일 10:00~16:00","197002.176024","551104.053665"
"97","중림동주민센터","Y","서울특별시 중구 중림로8길 24","서울특별시 중구 중림동 324-21","주민센터","49.54","30","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.96627130","37.55765330","한파특보시 주말 확대운영 09시~18시","197019.819279","550903.458415"
"98","충정경로당(임대)","Y","서울특별시 중구 중림로4길 41","서울특별시 중구 중림동 201","노인시설","69.00","30","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.96464350","37.55718040","","196875.971332","550851.024987"
"99","삼성사이버경로당","Y","서울특별시 중구 중림로 10","서울특별시 중구 중림동 200","노인시설","227.00","70","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.96529720","37.55821440","","196933.773311","550965.765187"
"100","중림경로당","Y","서울특별시 중구 손기정로 101-5 ","서울특별시 중구 만리동1가 57-36","노인시설","119.81","30","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.96601210","37.55687410","","196996.885765","550816.984721"
"101","후암동 주민센터","Y","서울특별시 용산구 후암로 32-6 ","서울특별시 용산구 후암동 244-109","주민센터","658.00","80","2025-01-27","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.97814050","37.54869230","","198068.319846","549908.584477"
"102","양짓말 경로당","Y","서울특별시 용산구 후암로13가길 25","서울특별시 용산구 후암동 239-1","노인시설","340.00","100","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.97638500","37.54812970","","197913.174147","549846.180173"
"103","용산2가동 주민센터","Y","서울특별시 용산구 신흥로 90","서울특별시 용산구 용산동2가 11-13","주민센터","392.00","100","2025-01-27","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.98550580","37.54596390","","198719.129949","549605.639173"
"104","용암 경로당","Y","서울특별시 용산구 신흥로3가길 21-7 ","서울특별시 용산구 용산동2가 5-66","노인시설","314.00","90","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.98464800","37.54100430","","198643.235246","549055.195829"
"105","남영동 주민센터","Y","서울특별시 용산구 두텁바위로 25","서울특별시 용산구 갈월동 51-19","주민센터","264.00","66","2025-01-27","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.97488960","37.54575970","","197780.957401","549583.173037"
"106","뉴월드호텔(야간 한파쉼터)","Y","서울특별시 용산구 한강대로84길 21-13 ","서울특별시 용산구 남영동 42","기타","500.00","20","2024-11-15","2025-03-15","Y","16:00:00","23:59:00","Y","16:00:00","23:59:00","Y","16:00:00","23:59:00","Y","16:00:00","23:59:00","126.97349760","37.54430510","민관 업무협약을 통한 야간 한파쉼터(안전숙소)로 한파 특보 시 운영(일시적 한파 피해를 입은 어르신 이용가능) /  16시 입실 ~ 익일 12시 퇴실 ","197657.898826","549421.763819"
"107","남영경로당","Y","서울특별시 용산구 한강대로72길 21-15 ","서울특별시 용산구 남영동 108-3","노인시설","119.60","30","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.97438350","37.54128250","","197736.097226","549086.270258"
"108","청파동 주민센터","Y","서울특별시 용산구 청파로49길 6","서울특별시 용산구 청파동2가 91-1","주민센터","2,136.00","50","2025-01-27","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.96988460","37.54547900","","197338.648277","549552.148632"
"109","청파2동 경로당","Y","서울특별시 용산구 청파로49길 34","서울특별시 용산구 청파동2가 35-20","노인시설","203.00","30","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.96846500","37.54546080","","197213.195007","549550.169782"
"110","원효1동 경로당","Y","서울특별시 용산구 백범로 329","서울특별시 용산구 원효로1가 25","노인시설","100.00","30","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.96550960","37.53876610","","196951.748406","548807.231224"
"111","원효로제1동 주민센터","Y","서울특별시 용산구 백범로 350","서울특별시 용산구 문배동 19-2","주민센터","400.00","80","2025-01-27","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.96762620","37.53723570","","197138.754433","548637.309054"
"112","원효로제2동 주민센터","Y","서울특별시 용산구 효창원로8길 3","서울특별시 용산구 산천동 81-1","주민센터","998.00","20","2025-01-27","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.95154910","37.53430060","","195717.668034","548312.159621"
"113","원효로 경로당","Y","서울특별시 용산구 원효로41가길 14-19 ","서울특별시 용산구 원효로3가 1-139","노인시설","75.00","20","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.95688400","37.53479830","","196189.218428","548367.168647"
"114","효창동 주민센터","Y","서울특별시 용산구 효창원로 161","서울특별시 용산구 효창동 255-5","주민센터","144.00","36","2025-01-27","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.96180580","37.54247610","","196624.574872","549219.122502"
"115","효창제2경로당","Y","서울특별시 용산구 효창원로 146-12 ","서울특별시 용산구 효창동 5-65","노인시설","165.00","41","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.96295600","37.54123350","","196726.169851","549081.168354"
"116","용문동 주민센터","Y","서울특별시 용산구 새창로12길 13","서울특별시 용산구 도원동 19-1","주민센터","3,989.00","20","2025-01-27","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.95744990","37.53896270","","196239.444290","548829.343209"
"117","송학당 경로당","Y","서울특별시 용산구 효창원로37라길 11","서울특별시 용산구 용문동 38-206","노인시설","163.00","50","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.95817490","37.53788800","","196303.466364","548710.035908"
"118","한강로동 주민센터","Y","서울특별시 용산구 한강대로38길 28","서울특별시 용산구 용산동5가 31","주민센터","282.00","70","2025-01-27","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.96928920","37.52811930","","197285.402503","547625.451883"
"119","한강로3가 경로당","Y","서울특별시 용산구 한강대로7길 17-16 ","서울특별시 용산구 한강로3가 40-1007","노인시설","106.00","40","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.96125600","37.52397980","","196575.140412","547166.281153"
"120","이촌1동 주민센터","Y","서울특별시 용산구 이촌로71길 24","서울특별시 용산구 이촌동 301-82","주민센터","581.00","30","2025-01-27","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.97332860","37.52129940","","197642.239650","546868.419283"
"121","이촌1동구립경로당","Y","서울특별시 용산구 이촌로75길 12-12 ","서울특별시 용산구 이촌동 301-147","노인시설","178.18","30","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.97466700","37.52025280","","197760.523363","546752.227135"
"122","이촌2동 주민센터","Y","서울특별시 용산구 이촌로18길 20","서울특별시 용산구 이촌동 206-2","주민센터","3,183.00","100","2025-01-27","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.95464700","37.52627720","","195991.046487","547421.525027"
"123","이촌2동할머니 경로당","Y","","서울특별시 용산구 이촌동 398","노인시설","69.00","20","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.95566360","37.52504770","","196080.843971","547285.023018"
"124","용산구청(응급대피소 겸용)","Y","서울특별시 용산구 녹사평대로 150","서울특별시 용산구 이태원동 34-87","기타","59,177.00","100","2025-01-27","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.99023720","37.53248840","한파 특보 발효 시 24시간 운영","199137.094236","548109.969459"
"125","이태원1동 주민센터","Y","서울특별시 용산구 보광로 104-6 ","서울특별시 용산구 이태원동 100-3","주민센터","804.00","80","2025-01-27","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.99502230","37.53250540","","199560.035539","548111.823105"
"126","이태원1동 경로당","Y","서울특별시 용산구 이태원로23길 19","서울특별시 용산구 이태원동 116-11","노인시설","145.00","80","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.99244930","37.53529090","","199332.640355","548420.994422"
"127","이태원2동 주민센터","Y","서울특별시 용산구 회나무로13길 58","서울특별시 용산구 이태원동 255-54","주민센터","558.00","50","2025-01-27","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.99011920","37.54191470","","199126.774482","549156.174263"
"128","이태원 북부경로당","Y","서울특별시 용산구 회나무로13길 32","서울특별시 용산구 이태원동 255-2","노인시설","230.00","80","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.98975000","37.54073940","","199094.131846","549025.733776"
"129","한남동 주민센터","Y","서울특별시 용산구 대사관로5길 1","서울특별시 용산구 한남동 685-43","주민센터","2,343.00","50","2025-01-27","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.00055300","37.53460680","","200048.876694","548345.041093"
"130","한남동제1 경로당","Y","서울특별시 용산구 한남대로 48-3 ","서울특별시 용산구 한남동 257-12","노인시설","132.00","40","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.00831510","37.53339330","","200734.938852","548210.389892"
"131","서빙고동 주민센터","Y","서울특별시 용산구 서빙고로 279","서울특별시 용산구 서빙고동 135-1","주민센터","325.00","50","2025-01-27","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.99472190","37.52041450","","199533.408754","546769.885361"
"132","동빙고 경로당","Y","서울특별시 용산구 서빙고로75가길 23","서울특별시 용산구 동빙고동 65","노인시설","285.00","80","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.99635580","37.52289300","","199677.858401","547044.960894"
"133","보광동 주민센터","Y","서울특별시 용산구 장문로 95","서울특별시 용산구 보광동 217-32","주민센터","150.00","30","2025-01-27","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.00012920","37.52626020","","200011.420565","547418.671771"
"134","보광제1 경로당","Y","서울특별시 용산구 보광로7길 9","서울특별시 용산구 보광동 216-67","노인시설","89.88","25","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.00055300","37.52583690","","200048.882417","547371.690886"
"135","코스모타워.서울신용보증재단성동지점 (상왕십리역) 스마트쉼터","Y","서울특별시 성동구 왕십리로 357-1 ","서울특별시 성동구 하왕십리동 960-3","기타","16.50","5","2024-11-15","2025-03-15","Y","04:00:00","23:59:00","Y","04:00:00","23:59:00","Y","04:00:00","23:59:00","Y","04:00:00","23:59:00","127.03284140","37.56302180","","202901.572990","551499.270688"
"136","상왕십리역 (왕십리2동주민센터) 스마트쉼터","Y","","서울특별시 성동구 하왕십리동 903-1","기타","16.50","5","2024-11-15","2025-03-15","Y","04:00:00","23:59:00","Y","04:00:00","23:59:00","Y","04:00:00","23:59:00","Y","04:00:00","23:59:00","127.02904080","37.56435910","","202565.740023","551647.584715"
"137","왕십리제2동주민센터","Y","서울특별시 성동구 무학봉15길 6","서울특별시 성동구 하왕십리동 973-9","주민센터","40.49","25","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.03097730","37.56175880","","202736.923949","551359.036653"
"138","상왕십리역.센트라스아파트 (상왕십리역방면) 스마트쉼터","N","서울특별시 성동구 마장로 206-1 ","서울특별시 성동구 홍익동 590","기타","5.95","5","2024-11-15","2025-03-15","Y","04:00:00","23:59:00","Y","04:00:00","23:59:00","Y","04:00:00","23:59:00","Y","04:00:00","23:59:00","127.02999290","37.56590900","","202649.802680","551819.631850"
